index,name,tele,address,more_inf_url,email,web_site_url
152,Onaya,['01 64 68 54 40'],,https://www.cloudlist.fr/annuaire/editeurs/logiciels-metiers/onaya-2/,,https://www.onaya.com/
153,Queoval,['04 67 27 12 03'],,https://www.cloudlist.fr/annuaire/editeurs/logiciels-metiers/queoval-2/,,https://www.queoval-formation.com/
154,Inbenta France,['+33 5 31 54 94 97'],164 Route de Revel,https://www.cloudlist.fr/annuaire/editeurs/logiciels-metiers/inbenta-france/,,https://www.inbenta.com/fr/
155,NinjaOne,['0800 91 09 90'],,https://www.cloudlist.fr/annuaire/editeurs/cloud/ninjaone/,,www.ninjaone.com/fr/
156,Glibl,['0663576428'],"Lyon, Rhône, France",https://www.cloudlist.fr/annuaire/editeurs/logiciels-metiers/glibl/,contact@glibl.fr,https://glibl.fr/
157,Dokmee,['01 85 14 99 00'],,https://www.cloudlist.fr/annuaire/editeurs/logiciels-metiers/dokmee-2/,,https://www.dokmee.com/fr
158,SAP,['+33 (0) 805 800 023'],35 Rue d'Alsace,https://www.cloudlist.fr/annuaire/editeurs/erp/sap/,,https://www.sap.com/france/index.html
159,Cegedim,['+33 (0)1 49 09 22 00'],137 Rue d'Aguesseau,https://www.cloudlist.fr/annuaire/editeurs/conseil-et-services/cegedim/,,https://www.cegedim.fr
160,Globalis,['0182835170'],6B RUE AUGUSTE VITU,https://www.cloudlist.fr/annuaire/editeurs/conseil-et-services/globalis/,fred.hovart@globalis-ms.com,https://www.globalis-ms.com/
161,Septeo,,"14, rue Magellan",https://www.cloudlist.fr/annuaire/editeurs/logiciels-metiers/septeo/,,https://www.septeo.fr/
162,Sopra Steria,['+33 (0)1 40 67 29 29'],9 Rue de Presbourg,https://www.cloudlist.fr/annuaire/editeurs/logiciels-metiers/sopra-steria/,,https://www.soprasteria.com/fr
163,Force 6,['0374050094'],"980 Rue Charles Pecqueur, 62620 Ruitz, France",https://www.cloudlist.fr/annuaire/editeurs/logiciels-metiers/force-6-logiciel-de-gestion-pour-le-batiment-btp/,vincent.robidet@force6.fr,https://www.force6.fr
164,Dévarius,['0987002838'],Pays de la Loire,https://www.cloudlist.fr/annuaire/editeurs/logiciels-metiers/devarius/,benoit@devarius.fr,https://devarius.fr
165,Phonilab,['0170807075'],"80 Rue Du Docteur Bauer, 93400 Saint-Ouen-sur-Seine, France",https://www.cloudlist.fr/annuaire/editeurs/logiciels-metiers/phonilab/,contact@phonilab.fr,https://phonilab.fr
166,Berger-Levrault,['+33(0)8 20 35 35 35'],892 Rue Yves Kermen,https://www.cloudlist.fr/annuaire/editeurs/logiciels-metiers/berger-levrault/,,
167,Salesforce,['00 353 1 440 3500'],,https://www.cloudlist.fr/annuaire/editeurs/cloud/salesforce/,,https://www.salesforce.com/fr
168,Eleven Labs,['+33 1 82 83 11 75'],"102 Rue Du Faubourg Saint-Honoré, 75008 Paris, France",https://www.cloudlist.fr/annuaire/editeurs/logiciels-metiers/eleven-labs/,contact@eleven-labs.com,https://eleven-labs.com/
169,Inser RH,['01 44 77 98 00'],,https://www.cloudlist.fr/annuaire/editeurs/logiciels-metiers/inser-rh/,,https://www.inserrh.com/
170,Novamap,['0491580040'],"180 Avenue Du Prado, 13008 Marseille, France",https://www.cloudlist.fr/annuaire/editeurs/logiciels-metiers/novamap/,,https://www.novamap.eu/
171,Acollab,['02 85 52 00 51'],,https://www.cloudlist.fr/annuaire/editeurs/logiciels-metiers/acollab/,,https://www.acollab.com/
172,D-XPERTS,['+33352829670'],7 rue Pierre Salmon,https://www.cloudlist.fr/annuaire/editeurs/cloud/d-xperts/,contact@d-xperts.com,http://www.d-xperts.com
173,FoxPlan,['0951641551'],4 PL MAURICE BERTEAUX,https://www.cloudlist.fr/annuaire/editeurs/logiciels-metiers/foxplan/,contact@fox-plan.com,https://www.fox-plan.fr/notre-solution/
174,Fleet Tracking,['0021625102508'],"111 Avenue Victor Hugo, 75116 Paris, France",https://www.cloudlist.fr/annuaire/editeurs/cloud/fleet-tracking/,yosra.gattoufi@geo-tracking.net,https://www.geo-tracking.net
175,dDruid,['0367707085'],Grand Est,https://www.cloudlist.fr/annuaire/editeurs/logiciels-metiers/ddruid/,,https://ddruid.io/
176,Keizai,['0670979858'],Provence-Alpes-Côte d’Azur,https://www.cloudlist.fr/annuaire/editeurs/logiciels-metiers/keizai/,marketing@keiz.ai,https://www.keiz.ai/
177,Chatbot Relation Citoyen,['+33 (0) 4 28 89 10 22'],"36 Quai Fulchiron, 69005 Lyon, France",https://www.cloudlist.fr/annuaire/editeurs/logiciels-metiers/chatbot-relation-citoyen/,contact@wikit.ai,https://chatbot-relation-citoyen.fr
178,Extrabat – Logiciel CRM Bâtiment,['09 87 87 69 20'],"49 Boulevard Besson Bey, 16000 Angoulême, France",https://www.cloudlist.fr/annuaire/editeurs/logiciels-metiers/extrabat-logiciel-crm-batiment/,,https://www.extrabat.com/
179,Freedz,['04 86 01 20 00'],"180 Avenue Du Prado, 13008 Marseille, France",https://www.cloudlist.fr/annuaire/editeurs/logiciels-metiers/freedz/,ghallion@neovacom.fr,https://www.freedz.io/
180,Board,['0143873736'],,https://www.cloudlist.fr/annuaire/editeurs/cloud/board/,,https://www.board.com/fr
181,Afineo Solutions,['09 72 10 11 72'],,https://www.cloudlist.fr/annuaire/editeurs/cloud/afineo-solutions/,,https://www.afineo.com/
182,Logiciel point de vente Gexell,['04 91 16 54 63'],9 Rue Jacques Réattu,https://www.cloudlist.fr/annuaire/editeurs/logiciels-metiers/logiciel-point-de-vente-gexell/,,http://gexell.com/
183,ATTIC +,['+33 (0)1 46 05 01 71'],,https://www.cloudlist.fr/annuaire/editeurs/logiciels-metiers/attic/,,https://www.attic-plus.fr/
184,DOCUWARE,['33 (0)1 57 19 03 23'],17 Rue Du Colisée,https://www.cloudlist.fr/annuaire/editeurs/cloud/docuware/,,https://start.docuware.com/fr/
185,Dassault Systèmes,['+33 (0)1 61 62 61 62'],"10, Rue Marcel Dassault",https://www.cloudlist.fr/annuaire/editeurs/logiciels-metiers/dassault-systemes/,,https://www.3ds.com/fr/
186,Ilex International,['01 46 88 03 40'],,https://www.cloudlist.fr/annuaire/editeurs/cloud/ilex-international-2/,,https://www.ilex-international.com/fr/
187,ServiceNow,['01 76 43 11 00'],,https://www.cloudlist.fr/annuaire/editeurs/cloud/servicenow/,,www.servicenow.com
188,Divalto,['03 88 64 50 60'],"11 Rue Icare, 67960 Entzheim, France",https://www.cloudlist.fr/annuaire/editeurs/erp/divalto/,info@divalto.com,https://www.divalto.com/
189,BIMData,['08 92 97 61 62'],,https://www.cloudlist.fr/annuaire/editeurs/cloud/bimdata/,support@bimdata.io,https://bimdata.io/
190,Avanteam,['01 34 58 73 73'],,https://www.cloudlist.fr/annuaire/editeurs/logiciels-metiers/avanteam/,,https://www.avanteam.fr/fr/
